1, 0, 3.0, 265.0, 206.0, 366.0, 0.998828, -1, -1, -1
1, 1, 355.0, 175.0, 112.0, 167.0, 0.975275, -1, -1, -1
1, 2, 955.0, 485.0, 229.0, 231.0, 0.978872, -1, -1, -1
1, 3, 417.0, 84.0, 118.0, 248.0, 0.993074, -1, -1, -1
1, 4, 673.0, 303.0, 141.0, 209.0, 0.925533, -1, -1, -1
1, 5, 802.0, 234.0, 193.0, 203.0, 0.980211, -1, -1, -1
1, 6, 1133.0, -6.0, 138.0, 271.0, 0.990466, -1, -1, -1
2, 0, 0.0, 276.0, 196.0, 350.0, 0.995819, -1, -1, -1
2, 1, 350.0, 176.0, 117.0, 168.0, 0.980633, -1, -1, -1
2, 2, 956.0, 466.0, 229.0, 250.0, 0.959666, -1, -1, -1
2, 3, 410.0, 89.0, 119.0, 242.0, 0.987905, -1, -1, -1
2, 4, 675.0, 307.0, 134.0, 203.0, 0.822900, -1, -1, -1
2, 5, 799.0, 233.0, 188.0, 203.0, 0.981792, -1, -1, -1
2, 6, 1126.0, -3.0, 143.0, 263.0, 0.991668, -1, -1, -1
3, 0, 0.0, 279.0, 177.0, 347.0, 0.986012, -1, -1, -1
3, 1, 341.0, 174.0, 122.0, 174.0, 0.983548, -1, -1, -1
3, 2, 956.0, 465.0, 230.0, 251.0, 0.976888, -1, -1, -1
3, 3, 403.0, 88.0, 118.0, 243.0, 0.987722, -1, -1, -1
3, 4, 674.0, 306.0, 131.0, 203.0, 0.899290, -1, -1, -1
3, 5, 798.0, 231.0, 182.0, 203.0, 0.985280, -1, -1, -1
3, 6, 1121.0, -2.0, 146.0, 262.0, 0.992689, -1, -1, -1
4, 0, 0.0, 283.0, 171.0, 341.0, 0.992141, -1, -1, -1
4, 1, 341.0, 174.0, 123.0, 173.0, 0.986158, -1, -1, -1
4, 2, 954.0, 467.0, 233.0, 250.0, 0.979905, -1, -1, -1
4, 3, 403.0, 88.0, 117.0, 243.0, 0.990687, -1, -1, -1
4, 4, 674.0, 306.0, 131.0, 202.0, 0.909265, -1, -1, -1
4, 5, 798.0, 231.0, 182.0, 201.0, 0.986276, -1, -1, -1
4, 6, 1121.0, -2.0, 146.0, 263.0, 0.992282, -1, -1, -1
5, 0, 0.0, 283.0, 164.0, 342.0, 0.989459, -1, -1, -1
5, 1, 339.0, 175.0, 123.0, 172.0, 0.988464, -1, -1, -1
