1, 0, 1698.469505, 385.731869, 175.659542, 346.923823, 0.992106, -1, -1, -1
1, 1, 257.332792, 467.691110, 102.509701, 242.960935, 0.946839, -1, -1, -1
1, 2, 122.421970, 511.726019, 71.974103, 233.919311, 0.824228, -1, -1, -1
1, 3, -12.203043, 275.155538, 136.112452, 645.556297, 0.755660, -1, -1, -1
1, 4, 1290.811615, 456.550491, 56.629028, 194.957027, 0.748198, -1, -1, -1
1, 5, 1249.570427, 533.946780, 57.320434, 122.236633, 0.539052, -1, -1, -1
1, 6, 1875.758858, 380.985035, 42.912108, 197.739873, 0.500161, -1, -1, -1
2, 0, 1685.590897, 388.199222, 151.515141, 351.652150, 0.986906, -1, -1, -1
2, 1, 258.945580, 465.192504, 102.327969, 246.078182, 0.972686, -1, -1, -1
2, 2, -3.466794, 262.099854, 131.839156, 669.272990, 0.919054, -1, -1, -1
2, 3, 1292.454071, 455.984040, 56.737550, 199.874112, 0.811210, -1, -1, -1
2, 4, 121.776967, 508.499644, 70.327113, 237.517022, 0.649034, -1, -1, -1
2, 5, 1871.394310, 377.997129, 47.755494, 203.610837, 0.642154, -1, -1, -1
2, 6, 1252.882805, 532.560925, 55.170532, 123.560666, 0.597557, -1, -1, -1
3, 0, 1687.799149, 386.600261, 143.686280, 358.156657, 0.992629, -1, -1, -1
3, 1, 259.620152, 464.123687, 100.693753, 248.469640, 0.964237, -1, -1, -1
3, 2, -0.739746, 253.162465, 134.576597, 680.842109, 0.955517, -1, -1, -1
3, 3, 1871.846352, 375.934103, 47.122436, 208.792028, 0.722598, -1, -1, -1
3, 4, 1292.691536, 455.788025, 56.125978, 200.176086, 0.699840, -1, -1, -1
3, 5, 122.948456, 511.107877, 68.936784, 234.606541, 0.676935, -1, -1, -1
3, 6, 1254.244194, 534.703131, 55.418823, 122.615662, 0.548605, -1, -1, -1
4, 0, 1684.194946, 389.280818, 151.905885, 349.921578, 0.991154, -1, -1, -1
4, 1, -1.157763, 261.261894, 139.631410, 667.603154, 0.966116, -1, -1, -1
4, 2, 259.119358, 465.313042, 102.023685, 247.776858, 0.964240, -1, -1, -1
4, 3, 1873.226509, 374.755626, 46.122558, 210.222782, 0.742774, -1, -1, -1
4, 4, 122.269135, 510.073982, 70.423307, 236.844485, 0.732749, -1, -1, -1
4, 5, 1294.248619, 451.680318, 55.262085, 209.759619, 0.716990, -1, -1, -1
