1,1,358.28,173.62,149.79000000000002,193.42000000000002,1,1,1.0
1,2,656.31,95.98,136.94000000000005,376.94,1,1,1.0
1,3,187.46,1.39,89.08000000000001,132.70000000000002,1,1,0.0
2,1,357.13,173.62,150.94,193.42000000000002,1,1,1.0
2,2,655.92,95.81,136.94000000000005,376.94,1,1,1.0
2,3,187.46,1.39,89.08000000000001,131.68,1,1,0.0
3,1,355.99,173.62,152.07999999999998,193.42000000000002,1,1,1.0
3,2,655.54,95.64,136.94000000000005,376.94,1,1,1.0
3,3,187.46,1.39,89.08000000000001,130.67000000000002,1,1,0.0
4,1,354.84,173.62,153.23000000000002,193.42000000000002,1,1,1.0
4,2,655.16,95.47,136.94000000000005,376.94000000000005,1,1,1.0
4,3,187.46,1.39,89.08000000000001,129.65,1,1,0.0
5,1,353.69,173.62,154.38,193.42000000000002,1,1,1.0
5,2,654.78,95.3,136.94000000000005,376.94,1,1,1.0
5,3,187.46,1.39,89.08000000000001,128.63000000000002,1,1,0.0
6,1,352.54,173.62,155.52999999999997,193.42000000000002,1,1,1.0
6,2,654.39,95.13,136.94000000000005,376.94,1,1,1.0
6,3,187.46,1.39,89.08000000000001,127.61,1,1,0.0
7,1,351.39,173.62,156.68,193.42000000000002,1,1,1.0
7,2,654.01,94.96,136.94000000000005,376.94,1,1,1.0
7,3,187.46,1.39,89.08000000000001,126.59,1,1,0.0
8,1,350.24,173.62,157.82999999999998,193.40999999999997,1,1,1.0
8,2,653.63,94.79,136.94000000000005,376.94,1,1,1.0
8,3,187.46,1.39,89.08000000000001,125.57,1,1,0.0
9,1,349.1,173.62,158.96999999999997,193.40999999999997,1,1,1.0
9,2,653.25,94.62,136.94000000000005,376.94,1,1,1.0
9,3,187.46,1.39,89.08000000000001,124.55,1,1,0.0
10,1,347.95,173.62,160.12,193.40999999999997,1,1,1.0
10,2,652.86,94.45,136.93999999999994,376.94,1,1,1.0
10,3,187.46,1.39,89.08000000000001,123.53,1,1,0.0
11,1,346.8,173.62,161.26999999999998,193.40999999999997,1,1,1.0
11,2,652.48,94.28,136.93999999999994,376.94000000000005,1,1,1.0
11,3,187.46,1.39,89.08000000000001,122.51,1,1,0.0
12,1,345.4,172.99,161.27000000000004,193.40999999999997,1,1,1.0
12,2,652.1,94.11,136.93999999999994,376.94,1,1,1.0
12,3,188.86,1.39,87.68,122.51,1,1,0.0
13,1,344.0,172.35,161.26999999999998,193.41,1,1,1.0
13,2,651.72,93.94,136.93999999999994,376.94,1,1,1.0
13,3,190.27,1.39,86.27000000000001,122.51,1,1,0.0
14,1,342.59,171.71,161.27000000000004,193.41,1,1,1.0
14,2,651.33,93.77,136.93999999999994,376.94,1,1,1.0
14,3,191.67,1.39,84.87000000000003,122.51,1,1,0.0
15,1,341.19,171.07,161.26999999999998,193.42000000000002,1,1,1.0
15,2,650.95,93.6,136.93999999999994,376.94000000000005,1,1,1.0
15,3,193.08,1.39,83.46000000000001,122.51,1,1,0.0
16,1,339.79,170.44,161.26999999999998,193.41000000000003,1,1,1.0
16,2,650.57,93.43,136.93999999999994,376.94,1,1,1.0
16,3,194.48,1.39,82.06000000000003,122.51,1,1,0.0
17,1,338.39,169.8,161.27000000000004,193.40999999999997,1,1,1.0
