1, 0, 651.510849, 99.780482, 129.718752, 359.820957, 0.979135, -1, -1, -1
1, 1, 358.568115, 177.406025, 153.492308, 191.447711, 0.935804, -1, -1, -1
2, 0, 651.622772, 99.977871, 129.889040, 359.678586, 0.979304, -1, -1, -1
2, 1, 358.597717, 177.343701, 153.263912, 191.553605, 0.940582, -1, -1, -1
3, 0, 649.319077, 100.182652, 130.909853, 358.655849, 0.980235, -1, -1, -1
3, 1, 357.763100, 175.172818, 152.897949, 194.941278, 0.937910, -1, -1, -1
4, 0, 649.940567, 99.118470, 129.190063, 358.898170, 0.977142, -1, -1, -1
4, 1, 358.210602, 176.236539, 152.438660, 192.770619, 0.935498, -1, -1, -1
5, 0, 649.726181, 99.075962, 129.660339, 359.080045, 0.974527, -1, -1, -1
5, 1, 358.013306, 175.938556, 151.961727, 193.425593, 0.940512, -1, -1, -1
6, 0, 647.287292, 96.763952, 132.864990, 362.715898, 0.976472, -1, -1, -1
6, 1, 358.036194, 177.460452, 153.245544, 190.356975, 0.938898, -1, -1, -1
7, 0, 647.385025, 96.882913, 132.738342, 362.644916, 0.976654, -1, -1, -1
7, 1, 358.044548, 177.330279, 153.243313, 190.522714, 0.940083, -1, -1, -1
8, 0, 647.275238, 97.091117, 132.696657, 362.281938, 0.976394, -1, -1, -1
8, 1, 357.971191, 177.541273, 153.469086, 190.180399, 0.938184, -1, -1, -1
9, 0, 649.392471, 98.332701, 131.145935, 360.195265, 0.978543, -1, -1, -1
9, 1, 357.829361, 180.718639, 154.058228, 185.816338, 0.945899, -1, -1, -1
10, 0, 649.547958, 98.512731, 130.917177, 359.934168, 0.978360, -1, -1, -1
10, 1, 357.899437, 180.688727, 154.029140, 185.828311, 0.945420, -1, -1, -1
11, 0, 648.860245, 97.985237, 130.975342, 360.536656, 0.979286, -1, -1, -1
11, 1, 356.411667, 180.295472, 156.008120, 186.696661, 0.947526, -1, -1, -1
12, 0, 649.031830, 98.043537, 130.695314, 360.492840, 0.978322, -1, -1, -1
12, 1, 356.332321, 180.469258, 156.224422, 186.492298, 0.946684, -1, -1, -1
13, 0, 644.913788, 95.465548, 134.573183, 362.629766, 0.983396, -1, -1, -1
13, 1, 353.408318, 175.053148, 155.831966, 192.066722, 0.947725, -1, -1, -1
14, 0, 643.146591, 95.871763, 136.488771, 362.438622, 0.984693, -1, -1, -1
14, 1, 345.755615, 176.448412, 160.471745, 192.971549, 0.952462, -1, -1, -1
15, 0, 644.259186, 95.873222, 135.513916, 362.625260, 0.985689, -1, -1, -1
15, 1, 345.987091, 176.226819, 160.188084, 193.316910, 0.950407, -1, -1, -1
16, 0, 643.006058, 96.460433, 137.522583, 362.495527, 0.986972, -1, -1, -1
16, 1, 348.206444, 173.498143, 157.949123, 195.824883, 0.962219, -1, -1, -1
17, 0, 640.758133, 95.347016, 139.431334, 363.541245, 0.984941, -1, -1, -1
17, 1, 343.106956, 175.634876, 158.130188, 192.967429, 0.942342, -1, -1, -1
18, 0, 640.755005, 95.332339, 139.414549, 363.567123, 0.985059, -1, -1, -1
18, 1, 343.221550, 175.614513, 158.023891, 192.964983, 0.941478, -1, -1, -1
19, 0, 641.970520, 96.231072, 137.888365, 362.326226, 0.986297, -1, -1, -1
19, 1, 339.553185, 174.907880, 159.892788, 193.474345, 0.927293, -1, -1, -1
20, 0, 641.802139, 95.654376, 138.004761, 363.296070, 0.986338, -1, -1, -1
20, 1, 339.633636, 174.959089, 159.984131, 193.411582, 0.930209, -1, -1, -1
21, 0, 641.019058, 96.339562, 138.945007, 362.191000, 0.986212, -1, -1, -1
21, 1, 338.995972, 175.014009, 159.384613, 193.313863, 0.916116, -1, -1, -1
22, 0, 640.045090, 97.935863, 139.597597, 360.505328, 0.986013, -1, -1, -1
22, 1, 337.904205, 176.031597, 157.667027, 191.755993, 0.915880, -1, -1, -1
23, 0, 639.161873, 97.918224, 140.408573, 360.010257, 0.986598, -1, -1, -1
23, 1, 338.585587, 176.103040, 157.299442, 192.153068, 0.892948, -1, -1, -1
24, 0, 638.740158, 98.004903, 140.828247, 359.858637, 0.987349, -1, -1, -1
24, 1, 338.522797, 176.078664, 157.298489, 192.159011, 0.892678, -1, -1, -1
25, 0, 638.721695, 98.170717, 140.876341, 359.630349, 0.987112, -1, -1, -1
25, 1, 338.501358, 176.102107, 157.344542, 192.171972, 0.894485, -1, -1, -1
26, 0, 638.592529, 98.386238, 141.736326, 359.378972, 0.988242, -1, -1, -1
26, 1, 338.227654, 176.669147, 158.067780, 191.681814, 0.880567, -1, -1, -1
27, 0, 638.132324, 97.532276, 141.689758, 358.928640, 0.987175, -1, -1, -1
